conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code
Occupation,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,2166,τεχνικός διευθυντής/τεχνική διευθύντρια,"τεχνική διευθύντρια
τεχνικός διευθυντής
τεχνική υπεύθυνη
τεχνικός υπεύθυνος
μηχανικός σκηνής",,released,2016-07-05T13:58:41Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι τεχνικοί διευθυντές υλοποιούν το καλλιτεχνικό όραμα των δημιουργών στο πλαίσιο των τεχνικών περιορισμών. Συντονίζουν τη λειτουργία διάφορων μονάδων παραγωγής, που αφορούν, μεταξύ άλλων, τα σκηνικά, τα κοστούμια, τον ήχο και τον φωτισμό, καθώς και το μακιγιάζ. Προσαρμόζουν το πρωτότυπο και μελετούν τη δυνατότητα υλοποίησης, την εφαρμογή, τη λειτουργία και την τεχνική παρακολούθηση του καλλιτεχνικού έργου. Είναι επίσης υπεύθυνοι για τον εξοπλισμό σκηνής και τον τεχνικό εξοπλισμό.",2166.4.7
Occupation,http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84,8121,χειριστής μηχανών εξόλκησης μετάλλων/χειρίστρια μηχανών εξόλκησης μετάλλων,"χειριστής μηχανής εξέλκυσης μετάλλων
χειρίστρια μηχανής εξέλκυσης μετάλλων",,released,2016-07-05T17:09:43Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι χειριστές μηχανών εξόλκησης μετάλλων ρυθμίζουν και χειρίζονται μηχανές εξόλκησης για σιδηρούχα και μη σιδηρούχα προϊόντα μετάλλου, οι οποίες έχουν σχεδιαστεί για να δίνουν συγκεκριμένη μορφή σε σύρματα, ράβδους, αγωγούς, κοίλα προφίλ και σωλήνες, μειώνοντας τη διατομή και τραβώντας τα υπό κατεργασία υλικά μέσα σε διάφορες μήτρες εξόλκησης.",8121.4
Occupation,http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,7543,επιθεωρητής συσκευών ακριβείας/επιθεωρήτρια συσκευών ακριβείας,"επιθεωρητής συσκευών ακριβείας
επιθεωρήτρια συσκευών ακριβείας",,released,2016-07-06T09:21:20Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι επιθεωρητές συσκευών ακριβείας εξασφαλίζουν τη λειτουργία συσκευών ακριβείας, όπως μικρόμετρα και μετρητές, σύμφωνα με τις προδιαγραφές σχεδιασμού. Μπορούν να προσαρμόζουν τις συσκευές ακριβείας και τα κατασκευαστικά στοιχεία τους σε περίπτωση βλαβών.",7543.10.3
Occupation,http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97,3155,τεχνικός συστημάτων ασφάλειας εναέριας κυκλοφορίας,,,released,2017-01-17T11:40:37Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι τεχνικοί συστημάτων ασφάλειας εναέριας κυκλοφορίας παρέχουν τεχνική υποστήριξη όσον αφορά την ασφάλεια των συστημάτων ελέγχου εναέριας κυκλοφορίας και αεροναυτιλίας. Σχεδιάζουν, συντηρούν, εγκαθιστούν και χειρίζονται αυτά τα συστήματα τόσο στον αερολιμένα όσο και στο αεροπλάνο, σύμφωνα με τους κανονισμούς.",3155.1
Occupation,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,2431,υπεύθυνος διαχείρισης εσόδων ξενοδοχειακής επιχείρησης/υπεύθυνη διαχείρισης εσόδων ξενοδοχειακής επιχείρησης,"υπεύθυνη λογιστηρίου ξενοδοχειακής επιχείρησης
υπεύθυνος διαχείρισης κερδοφορίας ξενοδοχείου
υπεύθυνος μεγιστοποίησης εσόδων τουριστικής επιχείρησης
διευθύντρια διαχείρισης εσόδων ξενοδοχειακής επιχείρησης
υπεύθυνη διαχείρισης κερδοφορίας ξενοδοχείου
διευθυντής διαχείρισης εσόδων ξενοδοχειακής επιχείρησης
υπεύθυνος λογιστηρίου ξενοδοχειακής επιχείρησης
υπεύθυνη μεγιστοποίησης εσόδων τουριστικής επιχείρησης",,released,2017-01-17T13:33:42Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι υπεύθυνοι διαχείρισης εσόδων ξενοδοχειακής επιχείρησης μεγιστοποιούν τα έσοδα που παράγονται από εγκαταστάσεις φιλοξενίας όπως ξενοδοχεία, τουριστικά θέρετρα και κατασκηνώσεις, αναλύοντας τις τάσεις και τον ανταγωνισμό. Βοηθούν τους διαχειριστές των επιχειρήσεων στη λήψη στρατηγικών αποφάσεων. Οι υπεύθυνοι διαχείρισης εσόδων ξενοδοχειακής επιχείρησης ασχολούνται με την ανάλυση και τη βελτιστοποίηση των οικονομικών δυνατοτήτων των εγκαταστάσεων και διευθύνουν το αντίστοιχο προσωπικό.",2431.9
Occupation,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,3212,βοηθός ιατρικού εργαστηρίου,βοηθός ιατρικών εργαστηρίων,,released,2017-02-02T11:52:58Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι βοηθοί ιατρικού εργαστηρίου εργάζονται υπό την επίβλεψη του βιοϊατρικού επιστήμονα και διενεργούν βασικές εργαστηριακές διαδικασίες. Ασχολούνται με προκαταρκτικές εργασίες πριν από την ανάλυση των δειγμάτων, όπως ο έλεγχος των στοιχείων των δειγμάτων που λήφθηκαν για ανάλυση, η συντήρηση των αναλυτών, η φόρτωση των αντιδραστηρίων και η συσκευασία των δειγμάτων. Εκτελούν επίσης εργασίες γραφείου, όπως η παρακολούθηση του αποθέματος των αντιδραστηρίων που χρησιμοποιούνται στις αναλύσεις.",3212.2
Occupation,http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,3116,τεχνικός εργαστηρίου ασφαλτικών,,,released,2016-07-05T17:08:43Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι τεχνικοί εργαστηρίου ασφαλτικών εκτελούν επιθεωρήσεις και εργαστηριακές δοκιμές σε άσφαλτο και συναφείς πρώτες ύλες, εξασφαλίζοντας την υψηλή ποιότητα των προϊόντων. Επίσης, συμμετέχουν στη λήψη αποφάσεων επί τεχνικών θεμάτων σε εργοτάξια.",3116.1.1
Occupation,http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,5312,βοηθός εκπαιδευτικού πρωτοβάθμιας εκπαίδευσης,,,released,2016-07-05T16:03:02Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι βοηθοί εκπαιδευτικού πρωτοβάθμιας εκπαίδευσης παρέχουν διδακτική και πρακτική υποστήριξη σε εκπαιδευτικούς της εν λόγω βαθμίδας. Παρέχουν ενισχυτική διδασκαλία σε μαθητές που χρειάζονται επιπλέον προσοχή και προετοιμάζουν το υλικό που χρειάζεται ο εκπαιδευτικός στην τάξη. Εκτελούν επίσης εργασίες γραφείου, παρακολουθούν τη μαθησιακή πρόοδο και τη συμπεριφορά των μαθητών, και εποπτεύουν τους μαθητές με και χωρίς την παρουσία του βασικού δασκάλου.",5312.2
Occupation,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,2264,φυσιοθεραπευτής/φυσιοθεραπεύτρια,"αθλητική φυσιοθεραπεύτρια
υδροθεραπευτής
φυσιοθεραπεύτρια
υδροθεραπεύτρια
κινησιοθεραπεύτρια
αθλητικός φυσιοθεραπευτής
φυσιοθεραπευτής
κινησιοθεραπευτής",,released,2017-01-17T13:34:34Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι φυσιοθεραπευτές είναι αυτόνομοι επαγγελματίες του τομέα της υγείας, υπεύθυνοι για την ανάπτυξη, τη διατήρηση ή την αποκατάσταση της κινητικής λειτουργίας και της κινητικότητας σε όλη τη διάρκεια της ζωής, με τη χρήση τεκμηριωμένης πρακτικής. Μεριμνούν για την ανακούφιση από τον πόνο και την αντιμετώπιση ή την πρόληψη των σωματικών παθήσεων που συνδέονται με σωματική βλάβη, ασθένεια ή άλλα προβλήματα. Οι φυσιοθεραπευτές ενδυναμώνουν τους ασθενείς και τους φροντιστές τους ώστε να διαχειρίζονται την πάθησή τους εκτός κλινικού περιβάλλοντος. Εργάζονται στο πλαίσιο του πεδίου της πρακτικής τους και του επαγγελματικού κώδικα δεοντολογίας. ",2264.3
Occupation,http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,2310,καθηγητής υποκριτικής σε σχολή τεχνών του θεάματος/καθηγήτρια υποκριτικής σε σχολή τεχνών του θεάματος,"καθηγήτρια υποκριτικής σε σχολή τεχνών του θεάματος
καθηγητής υποκριτικής σε σχολή τεχνών του θεάματος
καθηγητής υποκριτικής σε σχολή τελεστικών τεχνών
καθηγητής υποκριτικής
καθηγήτρια υποκριτικής σε σχολή τελεστικών τεχνών
καθηγητής θεάτρου σε σχολή τελεστικών τεχνών
καθηγήτρια υποκριτικής
καθηγήτρια θεάτρου σε σχολή τελεστικών τεχνών",,released,2017-02-15T09:02:04Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι καθηγητές υποκριτικής σε σχολή τεχνών του θεάματος διδάσκουν στους σπουδαστές ειδικά θεωρητικά και, κατά κύριο λόγο, πρακτικά μαθήματα σε εξειδικευμένη σχολή θεάτρου ή δραματική σχολή ή ωδείο, σε επίπεδο τριτοβάθμιας εκπαίδευσης. Παρέχουν το απαραίτητο θεωρητικό υπόβαθρο για την εκμάθηση των πρακτικών δεξιοτήτων και τεχνικών που οι σπουδαστές πρέπει στη συνέχεια να κατέχουν στο θέατρο. Οι καθηγητές υποκριτικής σε σχολή τεχνών του θεάματος παρακολουθούν την πρόοδο των σπουδαστών, βοηθούν μεμονωμένα όταν είναι αναγκαίο, και αξιολογούν τη γνώση και τις επιδόσεις στη θεατρική πρακτική μέσω εργασιών, δοκιμασιών και εξετάσεων.",2310.1.30
Occupation,http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,8160,χειριστής εξοπλισμού υδρογόνωσης/χειρίστρια εξοπλισμού υδρογόνωσης,"υπεύθυνη στερεοποίησης ελαίων και λιπών μέσω υδρογόνωσης
χειριστής συσκευής για την υδρογόνωση των λαδιών και των φυτικών λιπών/χειρίστρια συσκευής για την υδρογόνωση των λαδιών και των φυτικών λιπών
χειριστής συσκευής υδρογόνωσης λαδιών και φυτικών λιπών
χειριστής συσκευής υδρογόνωσης λαδιών και φυτικών λιπών/χειρίστρια συσκευής υδρογόνωσης λαδιών και φυτικών λιπών
χειρίστρια εξοπλισμού υδρογόνωσης
χειρίστρια συσκευής υδρογόνωσης λαδιών και φυτικών λιπών
χειριστής συσκευής για την υδρογόνωση των λαδιών και των φυτικών λιπών
χειρίστρια συσκευής για την υδρογόνωση των λαδιών και των φυτικών λιπών
υπεύθυνος στερεοποίησης ελαίων και λιπών μέσω υδρογόνωσης/υπεύθυνη στερεοποίησης ελαίων και λιπών μέσω υδρογόνωσης
χειριστής εξοπλισμού υδρογόνωσης
υπεύθυνος στερεοποίησης ελαίων και λιπών μέσω υδρογόνωσης",,released,2016-07-05T17:03:52Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Οι χειριστές εξοπλισμού υδρογόνωσης ελέγχουν τον εξοπλισμό για την επεξεργασία ελαίων βάσης για την παρασκευή μαργαρίνης και μαγειρικού λίπους.,8160.39
Occupation,http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,8160,χειριστής μηχανής παρασκευής ζυμαρικών/χειρίστρια μηχανής παρασκευής ζυμαρικών,"χειρίστρια μηχανής παρασκευής ζυμαρικών
τεχνίτρια ζυμαρικών
χειρίστρια μηχανής παραγωγής ζυμαρικών
χειριστής/χειρίστρια μηχανημάτων παραγωγής ζυμαρικών
χειριστής/χειρίστρια μηχανής παραγωγής ζυμαρικών
εργάτης/εργάτρια βιομηχανίας ζυμαρικών
τεχνίτης/τεχνίτρια ζυμαρικών
χειρίστρια μηχανημάτων παραγωγής ζυμαρικών
χειριστής μηχανής παρασκευής ζυμαρικών
χειριστής μηχανημάτων παραγωγής ζυμαρικών
εργάτης βιομηχανίας ζυμαρικών
εργάτρια βιομηχανίας ζυμαρικών
χειριστής μηχανής παραγωγής ζυμαρικών
τεχνίτης ζυμαρικών",,released,2016-07-05T16:59:37Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι χειριστές μηχανής παρασκευής ζυμαρικών παράγουν ξηρά ζυμαρικά. Ξεφορτώνουν τις πρώτες ύλες από σιλό αποθήκευσης και συστήματα παράδοσης συστατικών. Οι εν λόγω χειριστές αναμιγνύουν, πιέζουν και εξωθούν τα υλικά για να επιτύχουν τα επιθυμητά επίπεδα ξήρανσης των ζυμαρικών.",8160.46
Occupation,http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9,1420,διευθυντής καπνοπωλείου/διευθύντρια καπνοπωλείου,"διευθύντρια καπνοπωλείου
διευθυντής καπνοπωλείου",,released,2016-07-05T17:19:23Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Οι διευθυντές καπνοπωλείου έχουν την ευθύνη για τις δραστηριότητες και το προσωπικό σε εξειδικευμένα καταστήματα.,1420.4.42
Occupation,http://data.europa.eu/esco/occupation/009d29de-5872-43be-8d9b-abd27f8c99f1,5249,"εκπρόσωπος γραφείου ενοικίασης μηχανημάτων, εξοπλισμού και λοιπών υλικών αγαθών",,,released,2016-07-05T17:20:20Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι εκπρόσωποι γραφείου ενοικίασης μηχανημάτων, εξοπλισμού και λοιπών υλικών αγαθών είναι υπεύθυνοι για την ενοικίαση εξοπλισμού και τον καθορισμό συγκεκριμένων περιόδων χρήσης. Καταγράφουν συναλλαγές, ασφάλειες και πληρωμές.",5249.2.1
Occupation,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,2165,μηχανικός μεταλλείων,μεταλλουργός,,released,2016-07-05T17:09:16Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Οι μηχανικοί μεταλλείων καταρτίζουν και τηρούν σχέδια εξόρυξης σύμφωνα με τις κανονιστικές και διαχειριστικές απαιτήσεις. Τηρούν αρχεία για τη φυσική πρόοδο των εξορυκτικών δραστηριοτήτων και για την παραγωγή μεταλλευμάτων ή ορυκτών.,2165.4.2
Occupation,http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,2263,ειδικός ασφάλειας τροφίμων/ειδική ασφάλειας τροφίμων,"υπεύθυνη ασφάλειας τροφίμων
επιθεωρητής ασφάλειας τροφίμων
υπεύθυνη υγιεινής τροφίμων
επιθεωρήτρια ασφάλειας τροφίμων
υπεύθυνος υγιεινής τροφίμων
υπεύθυνος ασφάλειας τροφίμων",,released,2017-02-02T10:19:58Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Οι ειδικοί ασφάλειας τροφίμων οργανώνουν και εφαρμόζουν διαδικασίες για την αποφυγή προβλημάτων όσον αφορά την ασφάλεια των τροφίμων και συμμορφώνονται με κανονισμούς.,2263.2
Occupation,http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,7233,τεχνικός συντήρησης και επισκευής χερσαίων μηχανημάτων,"συντηρητής γεωργικών μηχανημάτων
συντηρήτρια γεωργικών μηχανημάτων
μηχανικός ειδικευμένος στα γεωργικά μηχανήματα
τεχνικός αγροτικών μηχανημάτων",,released,2016-10-17T15:09:30Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι τεχνικοί συντήρησης και επισκευής χερσαίων μηχανημάτων συντηρούν, αναβαθμίζουν και επισκευάζουν κατά βάση γεωργικό εξοπλισμό και μηχανήματα.",7233.8
Occupation,http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,8331,οδηγός λεωφορείου,"οδηγός λεωφορείου
οδηγός πούλμαν",,released,2017-01-17T14:31:26Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι οδηγοί λεωφορείων χειρίζονται λεωφορεία ή πούλμαν, εισπράττουν ναύλους και εξυπηρετούν τους επιβάτες.",8331.1
Occupation,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,1324,διευθυντής εισαγωγών-εξαγωγών κρέατος και προϊόντων με βάση το κρέας/διευθύντρια εισαγωγών-εξαγωγών κρέατος και προϊόντων με βάση το κρέας,"διευθύντρια εισαγωγών-εξαγωγών κρέατος και προϊόντων με βάση το κρέας
διευθυντής εισαγωγών-εξαγωγών κρέατος και προϊόντων με βάση το κρέας",,released,2016-07-05T17:29:24Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι διευθυντές εισαγωγών-εξαγωγών κρέατος και προϊόντων με βάση το κρέας εγκαθιστούν και διατηρούν διαδικασίες για τις διασυνοριακές επιχειρηματικές δραστηριότητες, καθώς και για τον συντονισμό των εσωτερικών και εξωτερικών μερών.",1324.3.2.22
Occupation,http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,2422,υπεύθυνος στεγαστικής πολιτικής/υπεύθυνη στεγαστικής πολιτικής,"υπεύθυνη θεμάτων στέγασης
υπεύθυνος στεγαστικών θεμάτων
υπεύθυνος οικιστικής πολιτικής
υπεύθυνη στεγαστικών θεμάτων
υπεύθυνος πολιτικής στέγασης/υπεύθυνη πολιτικής στέγασης
υπεύθυνος οικιστικών θεμάτων/υπεύθυνη οικιστικών θεμάτων
υπεύθυνη πολιτικής στέγασης
υπεύθυνος θεμάτων στέγασης
υπεύθυνος θεμάτων στέγασης/υπεύθυνη θεμάτων στέγασης
υπεύθυνη οικιστικών θεμάτων
υπεύθυνος πολιτικής στέγασης
υπεύθυνη στεγαστικής πολιτικής
υπεύθυνος στεγαστικής πολιτικής
υπεύθυνος οικιστικών θεμάτων
υπεύθυνη οικιστικής πολιτικής
υπεύθυνος στεγαστικών θεμάτων/υπεύθυνη στεγαστικών θεμάτων",λειτουργός πολεοδομίας,released,2017-01-17T14:48:59Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι υπεύθυνοι στεγαστικής πολιτικής ερευνούν, αναλύουν και αναπτύσσουν πολιτικές στέγασης, οι οποίες καθιστούν δυνατή την παροχή οικονομικά προσιτής και κατάλληλης στέγης για όλους. Εφαρμόζουν αυτές τις πολιτικές με σκοπό να βελτιώσουν τις συνθήκες στέγασης του πληθυσμού με μέτρα όπως η κατασκευή οικονομικά προσιτής στέγης, η στήριξη των ατόμων για την αγορά ακίνητης περιουσίας και η βελτίωση των συνθηκών που επικρατούν στις υφιστάμενες κατοικίες. Οι υπεύθυνοι στεγαστικής πολιτικής συνεργάζονται στενά με εταίρους, εξωτερικούς οργανισμούς ή άλλα ενδιαφερόμενα μέρη, παρέχοντάς τους τακτική ενημέρωση.",2422.10.8
Occupation,http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,3434,επικεφαλής σεφ,"υπεύθυνος κουζίνας
διευθύντρια της κουζίνας
διευθυντής κουζίνας
επικεφαλής της κουζίνας
διευθύντρια κουζίνας
αρχιμαγείρισσα
αρχιμάγειρας
αρχι-σεφ
υπεύθυνη κουζίνας
διευθυντής της κουζίνας",,released,2017-01-26T13:00:06Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι επικεφαλής σεφ διευθύνουν την κουζίνα επιβλέποντας την προετοιμασία, το μαγείρεμα και το σερβίρισμα των τροφίμων.",3434.1.1
Occupation,http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,8131,χειριστής μηχανών παραγωγής μη υφασμένων υφασμάτων/χειρίστρια μηχανής παραγωγής μη υφασμένων υφασμάτων,"χειρίστρια μηχανής παραγωγής μη υφάνσιμου νήματος
χειριστής μηχανής παραγωγής μη υφάνσιμου νήματος",,released,2016-07-05T17:02:36Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Οι χειριστές μηχανών παραγωγής μη υφασμένων υφασμάτων εκτελούν εργασίες χημικής επεξεργασίας των εν λόγω υφασμάτων.,8131.15
Occupation,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,1345,πρόεδρος τριτοβάθμιου εκπαιδευτικού ιδρύματος,"πρύτανης
πρόεδρος τεχνολογικού εκπαιδευτικού ιδρύματος
πρόεδρος ανώτερου εκπαιδευτικού ιδρύματος",,released,2016-10-20T15:41:50Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι πρόεδροι τριτοβάθμιου εκπαιδευτικού ιδρύματος διαχειρίζονται τις καθημερινές δραστηριότητες ενός τριτοβάθμιου εκπαιδευτικού ιδρύματος, όπως τα κολέγια ή οι επαγγελματικές σχολές. Οι πρόεδροι τριτοβάθμιου εκπαιδευτικού ιδρύματος λαμβάνουν αποφάσεις σχετικά με τις εγγραφές, και είναι υπεύθυνοι για την τήρηση των προγραμμάτων σπουδών που διευκολύνουν την ακαδημαϊκή ανάπτυξη των σπουδαστών. Διαχειρίζονται το προσωπικό, τον προϋπολογισμό της σχολής και τα εκπαιδευτικά προγράμματα, και επιβλέπουν την επικοινωνία μεταξύ των υπηρεσιών. Διασφαλίζουν επίσης ότι το ίδρυμα πληροί τις εθνικές απαιτήσεις εκπαίδευσης που ορίζει ο νόμος.",1345.1.5
Occupation,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,3123,εργοδηγός μονωτικών εργασιών,"υπεύθυνη μονωτικών εργασιών
υπεύθυνος μονωτικών εργασιών",,released,2016-07-05T16:01:57Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Οι εργοδηγοί μονωτικών εργασιών παρακολουθούν τις εργασίες μόνωσης. Αναθέτουν καθήκοντα και λαμβάνουν γρήγορες αποφάσεις για την επίλυση προβλημάτων.,3123.1.13
Occupation,http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,2149,μηχανικός αποσυναρμολόγησης,,,released,2016-07-05T16:23:14Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι μηχανικοί αποσυναρμολόγησης ερευνούν και σχεδιάζουν τον βέλτιστο τρόπο αποσυναρμολόγησης του βιομηχανικού εξοπλισμού, των μηχανημάτων και των κτιρίων που έφθασαν στο τέλος του κύκλου ζωής τους. Αναλύουν τις απαιτούμενες εργασίες και προγραμματίζουν τις διάφορες διαδικασίες. Δίνουν οδηγίες στους επικεφαλής των ομάδων και εποπτεύουν το έργο τους.",2149.6
Occupation,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,3315,υπάλληλος διεκπεραίωσης ασφαλιστικών αξιώσεων,,,released,2017-01-17T13:28:05Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Οι υπάλληλοι διεκπεραίωσης ασφαλιστικών αξιώσεων μεριμνούν ώστε ο χειρισμός όλων των ασφαλιστικών αξιώσεων να γίνεται με ακρίβεια και η πληρωμή για έγκυρες αξιώσεις να καταβάλλεται στους κατόχους ασφαλιστήριων συμβολαίων. Χρησιμοποιούν στατιστικά δεδομένα και αναφορές για τον υπολογισμό και την προσαρμογή των αξιώσεων, όπως απαιτείται, επικοινωνούν με τους αντισυμβαλλόμενους και τους καθοδηγούν, και επίσης παρακολουθούν την πορεία μιας αξίωσης.",3315.3
Occupation,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,1223,διευθυντής ανάπτυξης ειδών ένδυσης/διευθύντρια ανάπτυξης ειδών ένδυσης,"διευθύντρια ανάπτυξης ειδών ένδυσης
διευθυντής ανάπτυξης ειδών ένδυσης",,released,2016-07-05T17:13:21Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Οι διευθυντές ανάπτυξης ειδών ένδυσης ορίζουν τα σχέδια προϊόντων που συνάδουν με την επιδιωκόμενη στρατηγική για τους καταναλωτές και τη συνολική εμπορική στρατηγική. Λαμβάνουν επιστημονικά πορίσματα και προδιαγραφές για να κατευθύνουν την ενημέρωση και την εφαρμογή όλων των σχετικών εποχικών και στρατηγικών σχεδίων, συμπεριλαμβανομένης της διανομής ανά κανάλι, προϊόν, εισαγωγή χρωμάτων και εμπορική ποικιλία. Εξασφαλίζουν την εφαρμογή και την εκτέλεση του προϋπολογισμού. Διαχειρίζονται και εκτελούν τη γραμμή προϊόντων και τον κύκλο ζωής της κατηγορίας από τον προσδιορισμό της σχεδίου μέσω πωλήσεων και διανομής, τη συμβολή στην έρευνα αγοράς, τις τάσεις της βιομηχανίας έως τον επηρεασμό των σχεδίων και των προϊόντων της κατηγορίας.",1223.2.1.1
