conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code
Occupation,http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,3434,galvenais šefpavārs,"virspavārs
šefpavārs
galvenais šefpavārs
galvenā šefpavāre",,released,2017-01-26T13:00:06Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Šefpavāri vada virtuves darbu un pārrauga ēdiena sagatavošanu, gatavošanu un pasniegšanu.",3434.1.1
Occupation,http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,8131,neausto šķiedru ražošanas operators,"neausto šķiedru ražošanas operators
neausto šķiedru ražošanas operatore
sintētisko šķiedru ražošanas operators",,released,2016-07-05T17:02:36Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Neausto šķiedru mašīnu operatori īsteno neausto šķiedru ražošanas procesu.,8131.15
Occupation,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,1345,augstākās izglītības iestādes vadītājs,"rektors
prorektors
augstākās izglītības iestādes vadītājs
augstākās izglītības iestādes vadītāja",,released,2016-10-20T15:41:50Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Augstākās izglītības iestāžu vadītāji pārvalda augstākās izglītības iestādes, piemēram, koledžas vai profesionālās izglītības iestādes, ikdienas darbības. Viņi pieņem lēmumus par studentu uzņemšanu un ir atbildīgi par mācību programmu standartu ievērošanu, kas sekmē studentu akadēmisko attīstību. Viņi vada darbiniekus, pārrauga skolas budžetu, studentu pilsētiņu programmas un nodrošina saziņu starp struktūrvienībām. Viņi arī gādā, lai iestāde atbilstu tiesību aktos noteiktajām prasībām attiecībā uz izglītību.",1345.1.5
Occupation,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,3123,izolēšanas uzraugs,"ēku siltināšanas uzraugs
izolēšanas uzraudze
izolēšanas uzraugs
hidro un siltumizolēšanas uzraugs
akustikas izolēšanas uzraugs",,released,2016-07-05T16:01:57Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Izolēšanas uzraugi uzrauga izolēšanas darbības. Viņi piešķir uzdevumus un pieņem ātrus lēmumus, lai atrisinātu problēmas.",3123.1.13
Occupation,http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,2149,demontāžas inženieris,"demontāžas inženieris
demontāžas inženiere",,released,2016-07-05T16:23:14Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Demontāžas inženieri pēta un plāno optimālus veidus, kā demontēt rūpniecisko aprīkojumu, iekārtas un ēkas, kam beidzies kalpošanas laiks. Viņi analizē nepieciešamos darbus un plāno dažādas demontāžas operācijas. Viņi dod norādījumus vadītājiem un uzrauga viņu darbu.",2149.6
Occupation,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,3315,apdrošināšanas prasību noregulēšanas speciālists,"apdrošināšanas prasību noregulēšanas speciāliste
apdrošināšanas prasību noregulēšanas speciālists",,released,2017-01-17T13:28:05Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Apdrošināšanas prasību noregulēšanas speciālisti nodrošina, ka visas apdrošināšanas atlīdzības prasības tiek precīzi apstrādātas un ka par pamatotiem prasījumiem apdrošinājuma ņēmējiem tiktu izmaksāta atlīdzība. Viņi izmanto statistikas datus un pārskatus, lai pēc vajadzības aprēķinātu un koriģētu apdrošināšanas prasības, sazinātos ar apdrošinājuma ņēmējiem un uzraudzītu apdrošināšanas prasības izskatīšanas virzību.",3315.3
Occupation,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,1223,apģērbu izstrādes vadītājs,"apģērbu izstrādes vadītāja
apģērbu izstrādes vadītājs",,released,2016-07-05T17:13:21Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Apģērbu izstrādes vadītāji nosaka preču koncepcijas, kas ir saskanīgas ar mērķgrupu patērētājiem un vispārējo tirdzniecības stratēģiju. Viņi saņem zinātniskus atzinumus un specifikācijas, lai sagatavotu un īstenotu visas attiecīgās sezonālās un stratēģiskās koncepcijas, tostarp sadali pa kanāliem, produktu, krāsu ieviešanu un preču sortimentu. Viņi nodrošina projektu īstenošanu un izpildi, iekļaujoties paredzētajā budžetā. Viņi pārvalda un veido apģērbu līnijas un kategorijas aprites ciklu no koncepcijas noteikšanas līdz pārdošanai un izplatīšanai, sniedzot ieguldījumu tirgus un nozares tendenču izpētē, lai ietekmētu kategoriju koncepcijas un preces.",1223.2.1.1
Occupation,http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,8131,nitroglicerīna separatora operators,"nitroglicerīna separatora operatore
nitroglicerīna separatora operators",,released,2016-07-05T17:07:00Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Nitroglicerīna separatora operatori uztur gravitācijas atdalītāju, ko izmanto sprāgstvielu darbināšanā, vienlaikus pārraugot temperatūru un šķidruma plūsmu tā, lai atdalītu nitroglicerīnu no izlietotajām skābēm.",8131.14
Occupation,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,2149,biomedicīnas inženieris,"biomedicīnas inženieris
biomedicīnas inženiere",,released,2016-07-05T16:16:38Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Biomedicīnas inženieri apvieno zināšanas par inženierijas principiem ar atklājumiem bioloģijā, lai izstrādātu ārstniecības metodes, zāles, kā arī izmanto tās vispārējās veselības aprūpes vajadzībām. Viņi var izstrādāt dažādus risinājumus, sākot no tradicionālo medikamentu sastāvdaļu uzlabošanas līdz implantu izstrādei vai audu ārstēšanai.",2149.4.1
Occupation,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,3412,likumīgais aizbildnis,"likumīgā aizbildne
likumīgais aizbildnis
juridiskais aizbildnis",,released,2017-02-23T12:35:15Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Likumīgie aizbildņi sniedz juridisku atbalstu un palīdzību nepilngadīgiem bērniem, cilvēkiem ar garīga rakstura traucējumiem vai rīcībnespējīgiem vecāka gadagājuma cilvēkiem viņu personiskajā dzīvē. Viņi var pārvaldīt viņu īpašumu, palīdzēt ikdienas finanšu pārvaldē un palīdzēt apmierināt aizbilstamā medicīniskās vai sociālās vajadzības.",3412.2
Occupation,http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,7318,audējs,"audēja
audējs",,released,2017-01-17T11:54:00Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Audēji auž ar tradicionālām ar roku darbināmām aušanas mašīnām (aužot no zīda līdz paklājiem, no sintētiskajām šķiedrām līdz žakardam). Viņi uzrauga mašīnu stāvokli un auduma kvalitāti, piemēram, apģērbam paredzētu pītu audumu, mājas tekstila audumu vai tehniskam galalietojumam paredzētu audumu. Viņi veic mehāniskus darbus uz mašīnām, kas spolētos diegus pārveido par audumiem, piemēram, segām, paklājiem, dvieļiem un apģērba materiāliem. Viņi novērš steļļu darbības traucējumus, par kuriem ziņo audējs, un pārbauda no stellēm iznākušās auduma loksnes.",7318.6
Occupation,http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,7122,flīzētājs,"flīzētāja
flīžu licējs
flīzētājs",,released,2017-01-17T13:15:02Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Flīzētāji uzstāda flīzes uz sienām un grīdām. Viņi griež flīzes pareizā izmērā un formā, sagatavo pamatu un uzstāda flīzes vietā taisnā vai slīpā rakstā. Flīzētāji var īstenot arī radošus un mākslinieciskus projektus, piemēram, veidot mozaīkas.",7122.4
Occupation,http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,1420,apavu un ādas izstrādājumu veikala vadītājs,"apavu un ādas izstrādājumu veikala vadītājs
apavu un ādas izstrādājumu veikala vadītāja",,released,2016-07-05T17:16:48Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Apavu un ādas izstrādājumu veikalu vadītāji ir atbildīgi par darbībām specializētos veikalos un to darbiniekiem.,1420.4.38
Occupation,http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,3339,tūrisma operatora vadītājs,"tūrisma operatora menedžeris
tūrisma operatora vadītājs
tūrisma operatora vadītāja
tūrisma operatora menedžere",,released,2016-07-05T16:59:24Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Tūrisma operatoru vadītāji atbild par darbinieku pārvaldību un tūrisma operatoru darbību saistībā ar komplekso ceļojumu organizēšanu un citiem tūrisma pakalpojumiem.,3339.10
Occupation,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,6123,biškopis,"biškopis
biškope
dravinieks",,released,2016-07-05T13:36:28Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Biškopji ir atbildīgi par bišu audzēšanu un ikdienas aprūpi. Viņi gādā par bišu veselību un labturību.,6123.1
Occupation,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,3342,jurista administratīvais palīgs,"jurista administratīvais palīgs
jurista administratīvā palīdze",,released,2017-01-17T13:06:39Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Jurista administratīvie palīgi veic ikdienas administratīvo darbu valsts notāru birojos un uzņēmumos. Viņi veic tādas darbības kā pasta vēstuļu rakstīšana, atbildēšana uz telefona zvaniem un mašīnrakstīšana / teksta ievadīšana. Viņi šīs darbības apvieno ar specifiskām zināšanām un izpratni par procedūrām un kodeksiem, kas tiek izmantoti saistībā ar juridiskās uzņēmējdarbības lietām.",3342.2
Occupation,http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,3134,naftas sūkņu sistēmas operators,"naftas sūkņu sistēmas operatore
naftas sūkņu sistēmas operators",,released,2016-07-05T17:07:33Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Naftas sūkņu sistēmas operatori parasti izmanto sūkņus, kas nodrošina pareizu naftas un atvasināto produktu cirkulāciju. Viņi uzrauga plūsmu naftas pārstrādes rūpnīcu cauruļvados un testē iekārtas, lai nodrošinātu pēc iespējas mazāku traucējumu iespējamību. Naftas sūkņu sistēmas operatori strādā no pilnībā automātiskās vadības telpas, kurā tie sazinās ar citiem strādniekiem, lai koordinētu sūkņa darbības. Sūkņu sistēmas operatori veic nelielus remontus un apkopi, kā arī pēc vajadzības iesniedz ziņojumus.",3134.4
Occupation,http://data.europa.eu/esco/occupation/029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,8153,aizsargapģērba šuvējs,"aizsargapģērba šuvējs
aizsargapģērba šuvēja",,released,2016-10-21T10:19:44Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Aizsargapģērba šuvēji ražo individuālos aizsarglīdzekļus (IAL), kas izgatavoti no tekstilmateriāliem. Viņi ražo aizsargapģērbu, kas ir izturīgs pret dažāda veida apdraudējumiem (piemēram, termiskais, fizikālais, elektriskais, bioloģiskais, ķīmiskais utt.), augstas redzamības sildošo apģērbu, kas pasargā pret vēsumu, aukstumu, lietu, ultravioleto starojumu u. c. Viņi seko līdzi standartu ievērošanai un novērtē prasību izpildi.",8153.1.5
